AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,INCOME_DESC_REDUCED,MEAN_AGE,MEAN_INCOME
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1693,25-49K,29.5,42.0
35-44,A,15-24K,Renter,1 Adult No Kids,1,0,1694,<25K,39.5,19.5
35-44,A,25-34K,Homeowner,1 Adult No Kids,1,0,1695,25-49K,39.5,29.5
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1696,50-99K,49.5,62.0
35-44,B,25-34K,Homeowner,1 Adult No Kids,1,0,1707,25-49K,39.5,29.5
45-54,A,25-34K,Homeowner,1 Adult No Kids,1,0,1708,25-49K,49.5,29.5
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1709,25-49K,29.5,42.0
35-44,A,150-174K,Homeowner,1 Adult No Kids,2,0,1710,150K+,39.5,162.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,1720,50-99K,49.5,62.0
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,0,1722,<25K,49.5,19.5
55-64,A,75-99K,Homeowner,1 Adult No Kids,1,0,1726,50-99K,59.5,87.0
19-24,A,250K+,Homeowner,1 Adult No Kids,1,0,1740,150K+,21.5,250.0
45-54,A,Under 15K,Homeowner,1 Adult No Kids,2,0,1745,<25K,49.5,15.0
45-54,A,35-49K,Homeowner,1 Adult No Kids,1,0,1748,25-49K,49.5,42.0
55-64,B,35-49K,Homeowner,1 Adult No Kids,1,0,1749,25-49K,59.5,42.0
25-34,A,15-24K,Renter,2 Adults Kids,4,2,1751,<25K,29.5,19.5
45-54,B,35-49K,Homeowner,1 Adult No Kids,1,0,1753,25-49K,49.5,42.0
35-44,A,35-49K,Homeowner,2 Adults Kids,5,3,1759,25-49K,39.5,42.0
45-54,A,125-149K,Homeowner,2 Adults Kids,5,3,1762,100-149K,49.5,137.0
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,1764,50-99K,49.5,87.0
45-54,A,35-49K,Homeowner,1 Adult No Kids,1,0,1765,25-49K,49.5,42.0
45-54,A,75-99K,Homeowner,2 Adults Kids,5,3,1775,50-99K,49.5,87.0
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,0,1778,25-49K,29.5,42.0
65+,A,75-99K,Homeowner,2 Adults No Kids,2,0,1779,50-99K,65.0,87.0
25-34,A,35-49K,Homeowner,2 Adults Kids,5,3,1785,25-49K,29.5,42.0
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,0,1788,50-99K,39.5,87.0
45-54,B,100-124K,Homeowner,2 Adults No Kids,2,0,1791,100-149K,49.5,112.0
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,0,1795,25-49K,49.5,29.5
19-24,A,35-49K,Homeowner,1 Adult No Kids,1,0,1796,25-49K,21.5,42.0
65+,A,Under 15K,Homeowner,1 Adult No Kids,1,0,1797,<25K,65.0,15.0
35-44,A,175-199K,Homeowner,2 Adults No Kids,2,0,1800,150K+,39.5,187.0
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,0,1802,150K+,49.5,162.0
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,1803,50-99K,21.5,62.0
65+,A,35-49K,Homeowner,2 Adults No Kids,2,0,1804,25-49K,65.0,42.0
45-54,A,50-74K,Homeowner,1 Adult No Kids,1,0,1812,50-99K,49.5,62.0
65+,A,150-174K,Homeowner,2 Adults No Kids,2,0,1814,150K+,65.0,162.0
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,0,1815,25-49K,49.5,29.5
19-24,B,Under 15K,Renter,2 Adults Kids,5,3,1816,<25K,21.5,15.0
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,0,1820,150K+,49.5,162.0
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,0,1822,25-49K,59.5,42.0
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,0,1823,50-99K,49.5,87.0
65+,A,75-99K,Homeowner,1 Adult No Kids,2,0,1829,50-99K,65.0,87.0
55-64,A,75-99K,Homeowner,1 Adult No Kids,1,0,1831,50-99K,59.5,87.0
25-34,B,25-34K,Homeowner,1 Adult Kids,5,3,1833,25-49K,29.5,29.5
45-54,A,125-149K,Homeowner,2 Adults Kids,5,3,1834,100-149K,49.5,137.0
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,0,1841,25-49K,49.5,42.0
45-54,A,250K+,Homeowner,2 Adults No Kids,2,0,1844,150K+,49.5,250.0
45-54,A,175-199K,Homeowner,2 Adults Kids,3,1,1845,150K+,49.5,187.0
45-54,A,175-199K,Homeowner,1 Adult No Kids,1,0,1847,150K+,49.5,187.0
45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,1848,50-99K,49.5,87.0
65+,A,75-99K,Homeowner,1 Adult No Kids,2,0,1850,50-99K,65.0,87.0
25-34,B,150-174K,Homeowner,1 Adult No Kids,1,0,1858,150K+,29.5,162.0
25-34,A,15-24K,Homeowner,2 Adults Kids,4,2,1861,<25K,29.5,19.5
45-54,B,125-149K,Homeowner,1 Adult Kids,5,3,1864,100-149K,49.5,137.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,1865,50-99K,49.5,62.0
19-24,A,35-49K,Renter,2 Adults No Kids,2,0,1869,25-49K,21.5,42.0
35-44,A,15-24K,Homeowner,1 Adult No Kids,1,0,1873,<25K,39.5,19.5
65+,A,35-49K,Homeowner,1 Adult No Kids,2,0,1879,25-49K,65.0,42.0
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1892,25-49K,39.5,42.0
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,0,1894,100-149K,39.5,112.0
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,0,1896,50-99K,49.5,62.0
25-34,A,25-34K,Homeowner,2 Adults Kids,3,1,1899,25-49K,29.5,29.5
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,1901,25-49K,49.5,42.0
25-34,B,50-74K,Homeowner,1 Adult No Kids,1,0,1907,50-99K,29.5,62.0
35-44,A,50-74K,Homeowner,1 Adult No Kids,2,0,1911,50-99K,39.5,62.0
55-64,B,75-99K,Homeowner,1 Adult No Kids,1,0,1914,50-99K,59.5,87.0
65+,A,15-24K,Homeowner,1 Adult No Kids,1,0,1917,<25K,65.0,19.5
35-44,A,35-49K,Homeowner,1 Adult Kids,5,3,1919,25-49K,39.5,42.0
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,0,1920,50-99K,59.5,62.0
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,0,1921,25-49K,39.5,42.0
19-24,B,35-49K,Renter,1 Adult No Kids,1,0,1923,25-49K,21.5,42.0
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,0,1926,25-49K,29.5,42.0
19-24,B,Under 15K,Homeowner,1 Adult No Kids,1,0,1927,<25K,21.5,15.0
35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,1928,50-99K,39.5,87.0
35-44,B,25-34K,Homeowner,1 Adult No Kids,1,0,1929,25-49K,39.5,29.5
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,1931,50-99K,49.5,62.0
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,0,1935,150K+,59.5,162.0
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,0,1937,50-99K,49.5,62.0
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,0,1939,50-99K,39.5,62.0
25-34,A,125-149K,Homeowner,2 Adults Kids,4,2,1944,100-149K,29.5,137.0
25-34,A,75-99K,Homeowner,1 Adult No Kids,1,0,1946,50-99K,29.5,87.0
35-44,A,50-74K,Homeowner,1 Adult No Kids,1,0,1948,50-99K,39.5,62.0
45-54,A,Under 15K,Homeowner,1 Adult No Kids,1,0,1949,<25K,49.5,15.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,1953,50-99K,49.5,62.0
25-34,A,35-49K,Homeowner,1 Adult No Kids,1,0,1955,25-49K,29.5,42.0
65+,A,25-34K,Homeowner,2 Adults No Kids,2,0,1962,25-49K,65.0,29.5
65+,A,Under 15K,Renter,1 Adult No Kids,1,0,1964,<25K,65.0,15.0
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1965,50-99K,29.5,62.0
35-44,B,75-99K,Renter,1 Adult No Kids,1,0,1975,50-99K,39.5,87.0
25-34,A,50-74K,Homeowner,2 Adults Kids,5,3,1976,50-99K,29.5,62.0
45-54,A,150-174K,Homeowner,2 Adults Kids,3,1,1979,150K+,49.5,162.0
55-64,A,50-74K,Homeowner,1 Adult No Kids,2,0,1980,50-99K,59.5,62.0
25-34,A,100-124K,Homeowner,1 Adult No Kids,1,0,1982,100-149K,29.5,112.0
25-34,A,50-74K,Homeowner,2 Adults Kids,5,3,1985,50-99K,29.5,62.0
65+,A,15-24K,Homeowner,1 Adult No Kids,1,0,1989,<25K,65.0,19.5
35-44,A,125-149K,Homeowner,2 Adults Kids,5,3,1990,100-149K,39.5,137.0
25-34,B,25-34K,Homeowner,1 Adult Kids,3,2,1995,25-49K,29.5,29.5
25-34,A,50-74K,Homeowner,1 Adult No Kids,1,0,1997,50-99K,29.5,62.0
35-44,A,35-49K,Homeowner,1 Adult No Kids,1,0,2002,25-49K,39.5,42.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,2004,50-99K,49.5,62.0
45-54,A,Under 15K,Homeowner,1 Adult No Kids,1,0,2006,<25K,49.5,15.0
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,2007,50-99K,49.5,62.0
45-54,A,75-99K,Homeowner,1 Adult No Kids,1,0,2011,50-99K,49.5,87.0
45-54,A,25-34K,Renter,1 Adult No Kids,2,0,2012,25-49K,49.5,29.5
19-24,A,25-34K,Homeowner,1 Adult No Kids,1,0,2013,25-49K,21.5,29.5
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,0,2017,50-99K,49.5,87.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,2018,50-99K,49.5,62.0
35-44,A,100-124K,Homeowner,2 Adults Kids,5,3,2020,100-149K,39.5,112.0
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2023,25-49K,49.5,42.0
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,0,2024,100-149K,29.5,137.0
35-44,B,75-99K,Homeowner,1 Adult No Kids,1,0,2030,50-99K,39.5,87.0
25-34,A,25-34K,Homeowner,1 Adult No Kids,1,0,2040,25-49K,29.5,29.5
35-44,B,35-49K,Renter,2 Adults No Kids,2,0,2041,25-49K,39.5,42.0
35-44,A,25-34K,Homeowner,2 Adults Kids,5,3,2050,25-49K,39.5,29.5
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,0,2053,<25K,49.5,19.5
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,0,2057,25-49K,39.5,42.0
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,0,2058,100-149K,29.5,137.0
25-34,A,25-34K,Homeowner,2 Adults No Kids,2,0,2062,25-49K,29.5,29.5
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,0,2063,50-99K,59.5,87.0
19-24,A,50-74K,Homeowner,1 Adult No Kids,1,0,2064,50-99K,21.5,62.0
55-64,A,50-74K,Homeowner,1 Adult No Kids,2,0,2068,50-99K,59.5,62.0
35-44,A,15-24K,Homeowner,1 Adult No Kids,1,0,2069,<25K,39.5,19.5
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,2070,50-99K,49.5,62.0
25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,2076,100-149K,29.5,112.0
45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1,2082,<25K,49.5,15.0
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,0,2084,100-149K,59.5,137.0
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,0,2085,25-49K,39.5,42.0
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,0,2086,25-49K,49.5,29.5
45-54,B,100-124K,Homeowner,1 Adult No Kids,1,0,2087,100-149K,49.5,112.0
25-34,A,35-49K,Homeowner,1 Adult No Kids,1,0,2088,25-49K,29.5,42.0
35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,2092,<25K,39.5,15.0
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,0,2094,50-99K,49.5,62.0
35-44,A,15-24K,Homeowner,2 Adults Kids,5,3,2097,<25K,39.5,19.5
65+,A,35-49K,Homeowner,2 Adults No Kids,2,0,2100,25-49K,65.0,42.0
55-64,A,175-199K,Homeowner,2 Adults No Kids,2,0,2102,150K+,59.5,187.0
35-44,A,75-99K,Homeowner,2 Adults Kids,5,3,2107,50-99K,39.5,87.0
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,0,2110,100-149K,39.5,137.0
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,0,2111,50-99K,49.5,87.0
45-54,A,35-49K,Homeowner,2 Adults Kids,5,3,2112,25-49K,49.5,42.0
35-44,A,150-174K,Homeowner,2 Adults Kids,5,3,2115,150K+,39.5,162.0
35-44,A,75-99K,Homeowner,2 Adults Kids,5,3,2116,50-99K,39.5,87.0
25-34,A,50-74K,Homeowner,1 Adult No Kids,1,0,2119,50-99K,29.5,62.0
55-64,B,35-49K,Homeowner,2 Adults No Kids,2,0,2121,25-49K,59.5,42.0
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,0,2123,50-99K,49.5,87.0
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,2124,50-99K,29.5,62.0
25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,2129,25-49K,29.5,42.0
25-34,B,50-74K,Homeowner,1 Adult No Kids,1,0,2130,50-99K,29.5,62.0
55-64,A,100-124K,Homeowner,2 Adults No Kids,2,0,2133,100-149K,59.5,112.0
35-44,A,35-49K,Homeowner,1 Adult No Kids,1,0,2134,25-49K,39.5,42.0
65+,A,15-24K,Homeowner,2 Adults No Kids,2,0,2140,<25K,65.0,19.5
25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,2147,50-99K,29.5,87.0
55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,2148,25-49K,59.5,42.0
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,0,2154,25-49K,49.5,42.0
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,0,2156,50-99K,49.5,62.0
25-34,B,50-74K,Renter,1 Adult No Kids,1,0,2158,50-99K,29.5,62.0
45-54,B,75-99K,Homeowner,1 Adult No Kids,1,0,2162,50-99K,49.5,87.0
35-44,A,50-74K,Homeowner,1 Adult No Kids,1,0,2168,50-99K,39.5,62.0
25-34,A,100-124K,Homeowner,2 Adults No Kids,2,0,2172,100-149K,29.5,112.0
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,0,2173,25-49K,29.5,42.0
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2179,25-49K,49.5,42.0
55-64,A,100-124K,Homeowner,2 Adults Kids,3,1,2181,100-149K,59.5,112.0
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,0,2182,50-99K,49.5,87.0
65+,A,25-34K,Homeowner,2 Adults No Kids,2,0,2183,25-49K,65.0,29.5
25-34,A,50-74K,Homeowner,1 Adult No Kids,1,0,2184,50-99K,29.5,62.0
25-34,A,125-149K,Homeowner,2 Adults Kids,4,2,2185,100-149K,29.5,137.0
35-44,A,25-34K,Homeowner,1 Adult No Kids,1,0,2186,25-49K,39.5,29.5
65+,B,35-49K,Homeowner,2 Adults No Kids,2,0,2188,25-49K,65.0,42.0
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,2190,50-99K,39.5,62.0
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,0,2193,50-99K,29.5,62.0
55-64,B,25-34K,Homeowner,1 Adult No Kids,1,0,2194,25-49K,59.5,29.5
35-44,B,25-34K,Homeowner,1 Adult No Kids,1,0,2198,25-49K,39.5,29.5
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,2199,50-99K,21.5,62.0
45-54,A,Under 15K,Homeowner,1 Adult No Kids,1,0,2200,<25K,49.5,15.0
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,0,2203,50-99K,49.5,62.0
35-44,B,50-74K,Homeowner,1 Adult Kids,3,2,2208,50-99K,39.5,62.0
25-34,A,35-49K,Renter,2 Adults Kids,5,3,2209,25-49K,29.5,42.0
35-44,B,15-24K,Homeowner,1 Adult No Kids,1,0,2217,<25K,39.5,19.5
65+,B,35-49K,Homeowner,1 Adult No Kids,1,0,2221,25-49K,65.0,42.0
19-24,B,250K+,Homeowner,1 Adult No Kids,1,0,2224,150K+,21.5,250.0
35-44,A,200-249K,Homeowner,2 Adults No Kids,2,0,2231,150K+,39.5,224.5
25-34,B,150-174K,Homeowner,1 Adult No Kids,1,0,2233,150K+,29.5,162.0
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,0,2234,<25K,65.0,15.0
45-54,A,175-199K,Homeowner,2 Adults Kids,3,1,2235,150K+,49.5,187.0
45-54,A,50-74K,Homeowner,1 Adult No Kids,1,0,2237,50-99K,49.5,62.0
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,0,2243,50-99K,49.5,62.0
35-44,B,75-99K,Homeowner,1 Adult No Kids,1,0,2250,50-99K,39.5,87.0
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2252,50-99K,49.5,62.0
19-24,A,35-49K,Homeowner,1 Adult No Kids,1,0,2254,25-49K,21.5,42.0
45-54,A,25-34K,Homeowner,1 Adult No Kids,1,0,2260,25-49K,49.5,29.5
45-54,A,250K+,Homeowner,2 Adults No Kids,2,0,2264,150K+,49.5,250.0
25-34,B,35-49K,Homeowner,1 Adult No Kids,1,0,2266,25-49K,29.5,42.0
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,0,2269,25-49K,59.5,42.0
65+,A,25-34K,Homeowner,2 Adults No Kids,2,0,2272,25-49K,65.0,29.5
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,0,2279,50-99K,29.5,62.0
35-44,A,15-24K,Homeowner,2 Adults Kids,3,1,2280,<25K,39.5,19.5
55-64,B,175-199K,Homeowner,1 Adult No Kids,1,0,2282,150K+,59.5,187.0
45-54,A,250K+,Homeowner,2 Adults No Kids,2,0,2284,150K+,49.5,250.0
45-54,A,35-49K,Renter,2 Adults Kids,5,3,2292,25-49K,49.5,42.0
45-54,B,25-34K,Renter,2 Adults Kids,4,2,2294,25-49K,49.5,29.5
35-44,B,35-49K,Renter,1 Adult No Kids,1,0,2295,25-49K,39.5,42.0
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,0,2296,100-149K,39.5,137.0
65+,A,50-74K,Renter,1 Adult No Kids,2,0,2298,50-99K,65.0,62.0
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,0,2300,50-99K,49.5,62.0
35-44,A,35-49K,Homeowner,1 Adult Kids,3,1,2302,25-49K,39.5,42.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,2305,50-99K,49.5,62.0
45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,2307,50-99K,49.5,87.0
45-54,A,250K+,Homeowner,2 Adults No Kids,2,0,2312,150K+,49.5,250.0
45-54,A,125-149K,Homeowner,2 Adults No Kids,2,0,2314,100-149K,49.5,137.0
35-44,A,50-74K,Homeowner,2 Adults Kids,5,3,2317,50-99K,39.5,62.0
19-24,A,Under 15K,Homeowner,1 Adult No Kids,1,0,2318,<25K,21.5,15.0
45-54,A,175-199K,Homeowner,1 Adult No Kids,1,0,2322,150K+,49.5,187.0
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,0,2324,50-99K,39.5,62.0
45-54,A,250K+,Homeowner,2 Adults No Kids,2,0,2328,150K+,49.5,250.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,2330,50-99K,49.5,62.0
35-44,A,35-49K,Homeowner,2 Adults Kids,5,3,2331,25-49K,39.5,42.0
35-44,B,50-74K,Homeowner,1 Adult No Kids,1,0,2334,50-99K,39.5,62.0
65+,B,Under 15K,Homeowner,1 Adult Kids,3,2,2337,<25K,65.0,15.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,2341,50-99K,49.5,62.0
55-64,B,100-124K,Homeowner,1 Adult No Kids,1,0,2342,100-149K,59.5,112.0
19-24,A,50-74K,Homeowner,1 Adult No Kids,1,0,2343,50-99K,21.5,62.0
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,0,2347,25-49K,49.5,42.0
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,0,2351,50-99K,49.5,87.0
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,0,2359,25-49K,49.5,29.5
25-34,B,50-74K,Homeowner,1 Adult No Kids,1,0,2360,50-99K,29.5,62.0
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,0,2361,25-49K,29.5,42.0
45-54,A,25-34K,Renter,2 Adults No Kids,2,0,2364,25-49K,49.5,29.5
45-54,A,Under 15K,Homeowner,2 Adults No Kids,2,0,2367,<25K,49.5,15.0
25-34,A,Under 15K,Homeowner,2 Adults No Kids,2,0,2370,<25K,29.5,15.0
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,0,2374,150K+,49.5,162.0
45-54,A,35-49K,Homeowner,1 Adult No Kids,1,0,2376,25-49K,49.5,42.0
25-34,A,50-74K,Homeowner,2 Adults Kids,5,3,2378,50-99K,29.5,62.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,2380,50-99K,49.5,62.0
25-34,A,50-74K,Homeowner,1 Adult No Kids,2,0,2390,50-99K,29.5,62.0
35-44,A,75-99K,Homeowner,1 Adult No Kids,1,0,2393,50-99K,39.5,87.0
65+,B,125-149K,Homeowner,2 Adults No Kids,2,0,2397,100-149K,65.0,137.0
35-44,A,25-34K,Homeowner,2 Adults Kids,3,1,2400,25-49K,39.5,29.5
25-34,A,15-24K,Homeowner,1 Adult No Kids,1,0,2405,<25K,29.5,19.5
25-34,A,125-149K,Homeowner,2 Adults Kids,3,1,2406,100-149K,29.5,137.0
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,0,2407,100-149K,49.5,112.0
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,0,2411,<25K,65.0,15.0
45-54,A,15-24K,Homeowner,2 Adults Kids,3,1,2420,<25K,49.5,19.5
45-54,A,150-174K,Homeowner,2 Adults Kids,5,3,2421,150K+,49.5,162.0
19-24,A,Under 15K,Renter,1 Adult No Kids,1,0,2426,<25K,21.5,15.0
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2427,50-99K,39.5,62.0
19-24,A,35-49K,Homeowner,1 Adult No Kids,1,0,2432,25-49K,21.5,42.0
45-54,B,50-74K,Homeowner,1 Adult Kids,5,3,2435,50-99K,49.5,62.0
35-44,A,125-149K,Homeowner,2 Adults Kids,5,3,2437,100-149K,39.5,137.0
45-54,B,35-49K,Homeowner,1 Adult No Kids,1,0,2445,25-49K,49.5,42.0
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,0,2446,100-149K,39.5,137.0
35-44,A,25-34K,Homeowner,2 Adults No Kids,2,0,2447,25-49K,39.5,29.5
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,0,2448,50-99K,49.5,62.0
35-44,A,175-199K,Homeowner,2 Adults Kids,5,3,2449,150K+,39.5,187.0
45-54,B,50-74K,Homeowner,1 Adult No Kids,1,0,2453,50-99K,49.5,62.0
45-54,B,25-34K,Homeowner,2 Adults No Kids,2,0,2455,25-49K,49.5,29.5
65+,A,15-24K,Homeowner,1 Adult No Kids,2,0,2465,<25K,65.0,19.5
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,2467,50-99K,39.5,87.0
25-34,A,150-174K,Homeowner,2 Adults No Kids,2,0,2479,150K+,29.5,162.0
45-54,B,75-99K,Homeowner,1 Adult No Kids,1,0,2483,50-99K,49.5,87.0
35-44,B,25-34K,Homeowner,1 Adult No Kids,1,0,2486,25-49K,39.5,29.5
45-54,B,35-49K,Homeowner,1 Adult No Kids,1,0,2488,25-49K,49.5,42.0
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,0,2489,50-99K,39.5,62.0
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,0,2494,50-99K,39.5,62.0
45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,2496,50-99K,49.5,87.0
45-54,A,35-49K,Homeowner,1 Adult No Kids,1,0,2497,25-49K,49.5,42.0
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,0,2498,50-99K,29.5,62.0
25-34,A,Under 15K,Homeowner,2 Adults Kids,3,1,2499,<25K,29.5,15.0
